id,object_type,rights_statement,title,handle_link,format,archival_collection,notes,railroad,map_type,creator,publisher,region,waterway,states,regions,counties,cities,extent,display_date,start_date,path,files
MD/DE 031,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,The Middle States: Maryland and Delaware also includes New Jersey and most of New York State,,http://vocab.lib.umd.edu/form#maps,,,,Historical maps,,"Huntington, H. F. J.",,,Maryland and Delaware,,,,1 sheet,1830,1830,the-middle-states-maryland,maryland-maps/maps/2008/12/mdde031tr.jpg/mdde031tr_original.jpg
MAS 011,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"North America, Sheet VII",,http://vocab.lib.umd.edu/form#maps,,,,Historical maps,,,,,Mid-Atlantic,,,,1 sheet,1833,1833,north-america-sheet-vii,
MD 114,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Unknown title,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A11.,,Historical maps,,[Maryland Geologist] Maryland Geological Survey,,,Maryland,,,,1 sheet,1834,1834,unknown-title,maryland-maps/maps/2008/12/md114.jpg/md114_original.jpg
AL 032,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map B [of Allegany County],,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A15 1836.,,Topographic map,,,,,,,Allegany County,,1 sheet,1836,1836,map-b-of-allegany-county,
CV 025,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map A [of Calvert County],,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A15 1836.,,Historical maps,,,,,,,Calvert County,,1 sheet,1836,1836,map-a-of-calvert-county,
CH 031,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map and Profile of the Survey of Allen's Fresh,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A15 1836.,,Historical maps,,,,,,,Charles County,,1 sheet,1836,1836,map-and-profile-of-the,
MD/DE 040,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Delaware and Maryland, 1836",,http://vocab.lib.umd.edu/form#maps,,Includes inset of western part of Maryland.,,Historical maps,,"Burr, David H.",,,Maryland and Delaware,,,,1 sheet,1836,1836,delaware-and-maryland,
DO 027,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of the Proposed Canal Between the Choptank and Blackwater,,http://vocab.lib.umd.edu/form#maps,,Originally bound with book: MD QE 121.A15 1836,,Hydrologic Map,,,,,,,Dorchester County,,1 sheet,1836,1836,map-of-the-proposed-canal,
DO 028,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Reconnaisance of the Choptank and Transquaking Canal,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: MD QE 121.A15 1836,,Hydrologic Map,,,,,,,Dorchester County,,1 sheet,1836,1836,reconnaisance-of-the-choptank,
FR 043,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of the Proposed Railroad from Frederick Town to the Pennsylvania Border,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A15 1836.,,Transportation Map,,,,,,,Frederick County,,1 sheet,1836,1836,map-of-the-proposed-railroad,
HO 035,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"[Geologic] Section no. 1, Section no. 2",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A15 1836.,,Historical maps,,,,,,,Howard County,,1 sheet,1836,1836,geologic-section-no.,
MD/DE 044,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"The Tourist's Guide Through the States of MD, Delaware and Parts of Pennsylvania and Virginia, With Routes to Their Springs & C.",,http://vocab.lib.umd.edu/form#maps,,Includes binding.,,Historical maps,,"Yeager, J.",,,Maryland and Delaware,,,,1 sheet,1836,1836,the-tourist39s-guide,
MD/DE 041,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"New Map of Maryland and Delaware with their Canals, Roads, and Distances",,http://vocab.lib.umd.edu/form#maps,,Includes insets of steamboat routes and Baltimore. 2 copies.,,Historical maps,,"Tanner, Henry S.",,,Maryland and Delaware,,,,1 sheet,1836,1836,new-map-of-maryland-and,
WO 032,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Reconnoissance for the Atlantic Rail Road and Profile,,http://vocab.lib.umd.edu/form#maps,,Originally Bound with: Maryland QE121.A15 1836,,Transportation map,,,,,,,Worcester County,,0 sheets,1836,1836,reconnoissance-for-the,
ES 017,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map A (of Cecil and Kent Counties),,http://vocab.lib.umd.edu/form#maps,,Originally bound with: MD QE121.A19 1837,,Regional Map,,"Weber, Edward",,,,Eastern Shore,Cecil County,,1 sheet,1837,1837,map-a-of-cecil-and-kent,
MO 020,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map B of Montgomery County,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE121.A19 1837.,,Historical maps,,"Weber, Edward",,,,,Montgomery County,,1 sheet,1837,1837,map-b-of-montgomery-county,
BC 015,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Map of Baltimore, Maryland",http://hdl.handle.net/1903.1/12541,http://vocab.lib.umd.edu/form#maps,,,,Historical maps,,"Boynton, G.W.",,,,,,Baltimore City,1 sheet,1838,1838,map-of-baltimore-maryland,maryland-maps/maps/1838/01/bc-015.jpg/bc-015_original.jpg
MD 031,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Maryland 1838,,http://vocab.lib.umd.edu/form#maps,,Engraved by G. W. Bonton.,,Historic Map,,,,,Maryland,,,,1 sheet,1838,1838,maryland-1838,maryland-maps/maps/2008/12/md031.jpg/md031_original.jpg
MD 143,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of the Country Embraced in the Surveys Made in 1838 . . . Concerns a proposed Maryland canal,,http://vocab.lib.umd.edu/form#maps,,"Includes two copies of the map, one original and one reproduction.",,Historical maps,,"Lee, T.J.",,,Maryland,,,,2 sheets,1838,1838,map-of-the-country-embraced,maryland-maps/maps/2008/12/md143d.jpg/md143d_original.jpg
BA 057,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map B of Baltimore and Harford Counties,http://hdl.handle.net/1903.1/11470,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland QE 121.A19 1839,,Historical maps,,"Weber, Edward.",,,,,Baltimore County,,1 sheet,1839,1839,map-b-of-baltimore-and,maryland-maps/maps/1839/01/ba-057.jpg/ba-057_original.jpg
FR 015,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map A of Frederick County,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: MD QE121.A19 1839,,Regional Map,,"Weber, Edward",,,,,Frederick County,,1 sheet,1839,1839,map-a-of-frederick-county,
KE 021,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,A Plot of Chestertown in Maryland,,http://vocab.lib.umd.edu/form#maps,,Reprinted in 1953. Photo in Kent County land records R.A.S. 4 folio 13,,Historical Map,,,,,,,Kent County,,1 sheet,1840,1840,a-plot-of-chestertown,
WMD 007,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map Illustrative of Allegany and Washington Counties,,http://vocab.lib.umd.edu/form#maps,,Insert: Geological profile of the Cumberland and National Roads. Originally Bound with: MD QE121.A19 1840,,Historical maps,,"Weber, Edward",,,,Western Maryland,,,1 sheet,1840,1840,map-illustrative-of-allegany,
AL 018,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map Showing the Extent of the Mineral Estate & Property and the Present Arrangement of Mount Savage Iron Works Belonging to…,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HD9506.U64M3.,,Mineral resources map,,,,,,,Allegany County,,1 sheet,1842,1842,map-showing-the-extent,
AL 017,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Map of Part of Allegany County, in the State of Maryland…Iron, Stone and Coal Region",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HD9506.U64M3.,,Mineral resource map,,,,,,,Allegany County,,1 sheet,1842,1842,map-of-part-of-allegany,
AL 016,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Diagrams to Illustrate the Formation & Geological Character of the Mineral States Belonging to the MD and NY Iron & Coal Company…,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HD9506.U64M3.,,Mineral resource map,,,,,,,Allegany County,,1 sheet,1842,1842,diagrams-to-illustrate,
BO 003,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Zeichnungs Tafeln zur Darstellung der Baltimore-Ohio,,http://vocab.lib.umd.edu/form#maps,,Photocopy of original. Original can be found in: Maryland TF25.B22G4,Baltimore and Ohio Railroad,Historical maps,,"Ghega, Carl. Atlas von 19.",,,,,,,1 sheet,1842,1842,zeichnungs-tafeln-zur,
MD/DE 008,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Maryland and Delaware, With Inset, District of Columbia",,http://vocab.lib.umd.edu/form#maps,,,,Historical maps,,Morse and Breese,,,Maryland and Delaware,,,,1 sheet,1842,1842,maryland-and-delaware,
BC 034,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Plan of the City of Baltimore Compiled from the Actual Survey,,http://vocab.lib.umd.edu/form#maps,,,,Historical maps,,"Lucas, Fielding",,,,,,Baltimore City,1 sheet,1845,1845,plan-of-the-city-of-baltimore,maryland-maps/maps/1845/01/bc034.jpg/bc034_original.jpg
MD 117,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Maryland, 1845",,http://vocab.lib.umd.edu/form#maps,,,,Historical maps,,"Tanner, Henry S.",,,Maryland,,,,1 sheet,1845,1845,maryland-1845,maryland-maps/maps/2008/12/md117.jpg/md117_original.jpg
BR 002,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Plan of the Battle of Brandywine, September 11, 1777",,http://vocab.lib.umd.edu/form#maps,,Originally bound with: University Archives Pamphlet #134.,,Historical Map,,"Townsend, Joseph",,,,,,Brandywine,1 sheet,1846,1846,plan-of-the-battle-of,
MD/DE 004,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"New Map of Maryland and Delaware with their Canals, Roads and Distances",,http://vocab.lib.umd.edu/form#maps,,,,Historical maps,,"Mitchell, S. Augustus",,,Maryland and Delaware,,,,1 sheet,1846,1846,new-map-of-maryland-and002,
MD/DE 016,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,New Map of Maryland and Delaware,,http://vocab.lib.umd.edu/form#maps,,,,Historical maps,,"Thomas, Cowperthwait, & Co.",,,Maryland and Delaware,,,,1 sheet,1846,1846,new-map-of-maryland-and003,
MD/DE 007,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Neuste karte von Maryland und Delaware mit seinen canaelen strassen und entfernungen der haupunkte,,http://vocab.lib.umd.edu/form#maps,,German reprint of Mitchell's 1846 map.,,Historical maps,,,,,Maryland and Delaware,,,,1 sheet,1846,1846,neuste-karte-von-maryland,
BC 226,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,View of Baltimore City,,http://vocab.lib.umd.edu/form#maps,,Reproduced from a lithograph.,,Bird's-eye view,,Sachse & Co.,,,,,,Baltimore City,1 sheet,1850,1850,view-of-baltimore-city,
BO 006,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map & Profile of the Location of the B & O RR from Cumberland,,http://vocab.lib.umd.edu/form#maps,,,Baltimore and Ohio Railroad,Historical maps,,"Fink, Albert.",,,,,,,1 sheet,1850,1850,map-profile-of-the-location,
BA 007,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Map of the City and County of Baltimore, Maryland. From the Original Surveys.",,http://vocab.lib.umd.edu/form#maps,,,,Topographic map,,"Sidney, J.C.",,,,,Baltimore County,Baltimore City,1 sheet,1850,1850,map-of-the-city-and-county,
MD/DE 006,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"New Map of Maryland and Delaware with their Canals, Roads and Distance",,http://vocab.lib.umd.edu/form#maps,,"Inset-population, etc., according to 1850 Census.",,Historical maps,,"Thomas, Cowperthwait, and Co.",,,Maryland and Delaware,,,,1 sheet,1850,1850,new-map-of-maryland-and004,
WMD 010,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Map Showing the Lands of the George's Creek, Parkervein, Swanton, and Other Mining Companies on George's Creek",,http://vocab.lib.umd.edu/form#maps,,,,Regional maps,,"Robbins, O.D.",,,,Western Maryland,,,1 sheet,1850~,1850 (circa),map-showing-the-lands,
MD/DE 029,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Sea Coast of Delaware, Maryland and Part of Virginia",,http://vocab.lib.umd.edu/form#maps,,,,Historical maps,,,,,Maryland and Delaware,,,,1 sheet,1852,1852,sea-coast-of-delaware,
MD 043,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Maryland, 1852",,http://vocab.lib.umd.edu/form#maps,,,,Historic Map,,"Colton, J.H.",,,Maryland,,,,1 sheet,1852,1852,maryland-1852,
BO 020,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map Exhibiting the Railway Route Between Baltimore and St. Louis,,http://vocab.lib.umd.edu/form#maps,,,Baltimore and Ohio Railroad,Historical maps,,A. Hoen & Company.,,,,,,,1 sheet,1853,1853,map-exhibiting-the-railway,
BC 019,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map of the City and Suburbs of Baltimore,http://hdl.handle.net/1903.1/12538,http://vocab.lib.umd.edu/form#maps,,With attached folder.,,Historical maps,,"Simmons, Isaac",,,,,,Baltimore City,1 sheet,1853,1853,map-of-the-city-and-suburbs,maryland-maps/maps/1853/01/bc-019.jpg/bc-019_original.jpg
PG 033,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Riversdale Demesnes and Rossburg Farm Situated in Prince George's County,,http://vocab.lib.umd.edu/form#maps,,"The original map, also known as the ""1853 Sides Map,"" hangs in the Maryland Room; This is a 1997 reproduction.",,Historical maps,,William Sides,,,,,Prince George's County,,1 sheet,1853,1853,riversdale-demesnes-and,
BC 108,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Colton's City of Baltimore, Maryland",,http://vocab.lib.umd.edu/form#maps,,"Published by: Johson & Browning, New York.",,Historical maps,,"Colton, J.H.",,,,,,Baltimore City,1 sheet,1855,1855,colton39s-city-of-baltimore,
BC 107,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Colton's City of Baltimore, Maryland, 1855",,http://vocab.lib.umd.edu/form#maps,,"Published by: J.H. Colton, New York.",,Historical maps,,"Colton, J.H.",,,,,,Baltimore City,1 sheet,1855,1855,colton39s-city-of-baltimore002,
MD/DE 039,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Delaware and Maryland,,http://vocab.lib.umd.edu/form#maps,,Same as MD/DE 38.,,Historical maps,,"Colton, G.W.",,,Maryland and Delaware,,,,1 sheet,1855,1855,delaware-and-maryland,
MD/DE 038,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Colton's Delaware and Maryland,,http://vocab.lib.umd.edu/form#maps,,Includes inset of District of Columbia. MD/DE39 is a copy of this map.,,Historical maps,,"Colton, G.W.",,,Maryland and Delaware,,,,1 sheet,1855,1855,colton39s-delaware,
MD/DE 013,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Delaware and Maryland, 1855",,http://vocab.lib.umd.edu/form#maps,,"Originally bound with J.H. Colton atlas, p. 22. Includes inset of the District of Columbia.",,Historical maps,,,,,Maryland and Delaware,,,,1 sheet,1855,1855,delaware-and-maryland002,
DC 001,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"Georgetown and the City of Washington, the Capital of the USA",,http://vocab.lib.umd.edu/form#maps,,,,Regional Map,,J.H. Colton Company,,,District of Columbia,,,,1 sheet,1855,1855,georgetown-and-the-city,
US 007,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Mercators Projection with the Great Circle (Shortest Sailing) or Airlines,,http://vocab.lib.umd.edu/form#maps,,"Additional information: Steamer routes to Europe, extension of Northern Pacific route through Canada from Montreal,and the profile of summits for the northern route of the Pacific Railroad, from Lake Michigan to Vancouver's Island.",,,,"Keefer, Thomas C",United States,,,,,,1 sheet,1855,1855,mercators-projection-with,
BA 085,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Patapsco River and the Approaches from Trigonometrical Survey,,http://vocab.lib.umd.edu/form#maps,,,,Hydrologic Map,,,,,,,Baltimore County,,1 sheet,1856,1856,patapsco-river-and-the,
MD/DE 018,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,New Map of Maryland & Delaware,,http://vocab.lib.umd.edu/form#maps,,,,Historical maps,,"Thomas, Cowperthwait & Co.",,,Maryland and Delaware,,,,1 sheet,1856,1856,new-map-of-maryland-,maryland-maps/maps/2008/12/mdde018.jpg/mdde018_original.jpg
MD/DE 043,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,"A New Map of Maryland and Delaware with Their Canals, Roads and Distances",,http://vocab.lib.umd.edu/form#maps,,Includes inset of the population of Maryland according to the 1850 census.,,Historical maps,,,,,Maryland and Delaware,,,,1 sheet,1856,1856,a-new-map-of-maryland,
MD/DE 042,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,A New Map of Maryland and Delaware,,http://vocab.lib.umd.edu/form#maps,,Includes insets of the District of Columbia and vicintiy of Annapolis.,,Historical maps,,"Hazzard, J.L.",,,Maryland and Delaware,,,,1 sheet,1856,1856,a-new-map-of-maryland002,
PRI 019,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Geological Report of the Potomac Iron Company's Property in the States of Virginia and Maryland,,http://vocab.lib.umd.edu/form#maps,,Originally bound with: Maryland HD9517.V8P6.,,Geological maps,,"Phillips, G. Jenkin",,,,,,,2 sheets,1856,1856,geological-report-of-the,
RIV 002,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Plot of Ella Campbelle Land Adjoining College Station on Washington Branch of the B. & O. Railroad Washington branch of the B. & O. Railroad . . .,,http://vocab.lib.umd.edu/form#maps,,,,Historical maps,,Sides and Jackson (Firm),,,,,,Riverdale,1 sheet,1856/1888,1856,plot-of-ella-campbelle,
BO 001,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/UND/1.0/,Map and Profiles Shewing [sic] the B. & O. Railroad,,http://vocab.lib.umd.edu/form#maps,,,Baltimore and Ohio Railroad,Historical maps,,"Jacobi, L.",,,,,,,1 sheet,1858,1858,map-and-profiles-shewing,
